init_capital,cash,market_value,positions,total_value,return,last_return
1000000,5618.825827559922,1437615.0245666506,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1443233.8503942105,0.44323385039421054,-0.011908384668356198
1000000,5618.825827559922,1435286.2815856936,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1440905.1074132535,0.4409051074132535,-0.0016135590086948648
1000000,5618.825827559922,1483959.9227905273,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1489578.7486180873,0.48957874861808726,0.03377990747233439
1000000,5618.825827559922,1543069.9157714844,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1548688.7415990443,0.5486887415990443,0.03968235518652152
1000000,5618.825827559922,1511099.9298095703,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1516718.7556371302,0.5167187556371302,-0.020643261039597016
1000000,5618.825827559922,1390119.9684143064,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1395738.7942418663,0.3957387942418663,-0.0797642680593369
1000000,5618.825827559922,1391039.9894714355,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1396658.8152989955,0.3966588152989955,0.0006591642081774651
1000000,5618.825827559922,1297429.9964904785,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1303048.8223180384,0.3030488223180384,-0.06702423809992353
1000000,1354528.9863187403,0.0,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1354528.9863187403,0.3545289863187403,0.03950747133873467
1000000,1354528.9863187403,0.0,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1354528.9863187403,0.3545289863187403,0.0
1000000,1354528.9863187403,0.0,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1354528.9863187403,0.3545289863187403,0.0
1000000,1354528.9863187403,0.0,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1354528.9863187403,0.3545289863187403,0.0
1000000,1354528.9863187403,0.0,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1354528.9863187403,0.3545289863187403,0.0
1000000,1354528.9863187403,0.0,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1354528.9863187403,0.3545289863187403,0.0
1000000,1354528.9863187403,0.0,"{'AAPL': 0, 'MSFT': 0, 'GOOGL': 100}",1354528.9863187403,0.3545289863187403,0.0
